ry | 0 | 1.39589432261871
ry | 1 | 1.73164056459884
ry | 2 | -0.961468016789181
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 1.12397766021225
ry | 1 | -0.772716412628157
ry | 2 | 0.111897011443399
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.628374521589554
ry | 1 | 0.698407734495514
ry | 2 | 0.522215717392370
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.729186748277020
ry | 1 | -2.62888168752764
ry | 2 | -2.39781492524062
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.999732879061696
ry | 1 | 4.05318994242433
ry | 2 | -0.0397889129952037
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -1.65559681683548
ry | 1 | 1.00808483995643
ry | 2 | -1.20638454934703
