ry | 0 | 0.370761199628399
ry | 1 | -0.00396188200722668
ry | 2 | 0.314747149900310
ry | 3 | 0.939951337695198
ry | 4 | -0.101474556404109
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.248389269424867
ry | 1 | -0.346220630831319
ry | 2 | -0.185594417547963
ry | 3 | 0.365663561420898
ry | 4 | -0.447419167189282
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.499993305314041
ry | 1 | -0.112603400799525
ry | 2 | -0.0785536216919832
ry | 3 | -0.189052163860786
ry | 4 | -0.120132009612524
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.335590509074506
ry | 1 | -0.0232617131682927
ry | 2 | -0.421807093618354
ry | 3 | -0.317187749147471
ry | 4 | 0.338701961757598
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.380620452123689
ry | 1 | 0.122892060856028
ry | 2 | 0.200255490027923
ry | 3 | 0.542667921548656
ry | 4 | 0.418908787588031
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.79727521772788
ry | 1 | -0.207408785375621
ry | 2 | -0.424287976793203
ry | 3 | -0.184091840224898
ry | 4 | -0.0121258709119873
