ry | 0 | 0.325167293203231
ry | 1 | 0.518557591469319
ry | 2 | 1.39486356288066
ry | 3 | 0.840942813642913
ry | 4 | -1.02790778058958
ry | 5 | -0.0907278785680692
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.164630573937225
ry | 1 | -0.635929999605670
ry | 2 | -0.287428712260762
ry | 3 | 0.0228028916894754
ry | 4 | 0.131682698868713
ry | 5 | 0.0621868259835962
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.495677872872312
ry | 1 | -0.0648078212848932
ry | 2 | 0.687295146202520
ry | 3 | -0.172885820933337
ry | 4 | 0.605211320789826
ry | 5 | -0.0866678657423682
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.136507291610294
ry | 1 | -0.266517685966966
ry | 2 | -0.237607826853124
ry | 3 | -0.289660857932659
ry | 4 | -0.355330874596736
ry | 5 | -0.0947376933578922
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.470993252196871
ry | 1 | -0.998813054884647
ry | 2 | 0.231810696999769
ry | 3 | -1.04166588672847
ry | 4 | 0.581383830300686
ry | 5 | 0.210157001444172
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.436373653788154
ry | 1 | 0.332927543466589
ry | 2 | 0.213925161248654
ry | 3 | -0.0199482137406171
ry | 4 | 0.105698054996061
ry | 5 | 0.0685490118110758
