ry | 0 | -1.29356862580978
ry | 1 | 0.285205860194028
ry | 2 | -0.239354536041307
ry | 3 | -1.35429057062118
ry | 4 | 0.841161454299011
ry | 5 | 1.40123592831027
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 2.11318346539340
ry | 1 | 1.01098910044168
ry | 2 | -1.39871861536194
ry | 3 | 1.36546115388655
ry | 4 | -0.862374549339829
ry | 5 | -0.0945822509889619
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -2.63664299360757
ry | 1 | 1.26172800464823
ry | 2 | -1.11450074452864
ry | 3 | 0.769824406406766
ry | 4 | -0.402758940751475
ry | 5 | 0.0236624595930916
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.273009943126574
ry | 1 | 0.396735892085413
ry | 2 | 0.0818358169006279
ry | 3 | -0.387226447239203
ry | 4 | -0.0308693610699908
ry | 5 | 0.0432198741163283
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.29702327439240
ry | 1 | -0.350164163346230
ry | 2 | -0.0701247132434633
ry | 3 | 0.437731724294891
ry | 4 | 2.20697141984091
ry | 5 | -1.50161239777359
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.32573942496246
ry | 1 | -0.307094773118662
ry | 2 | 0.223879934505163
ry | 3 | 0.128147723461230
ry | 4 | 0.0492589682344497
ry | 5 | -0.110822197540469
