ry | 0 | 4.19202929587393
ry | 1 | 3.60632952285403
ry | 2 | 0.128415201554387
ry | 3 | -2.21119908933733
ry | 4 | -0.725339383773215
ry | 5 | 1.59242548311652
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.03409299216407
ry | 1 | 1.04179327261590
ry | 2 | 0.716491170379701
ry | 3 | 1.16723580626404
ry | 4 | 2.00126742605855
ry | 5 | 6.34536904335305
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 2.76026940827098
ry | 1 | 0.211060787869877
ry | 2 | 0.209862079972445
ry | 3 | 2.76543268599190
ry | 4 | 0.308225333328547
ry | 5 | 3.13947947722962
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 4.66727932224218
ry | 1 | -2.60754819514453
ry | 2 | -2.01624268099891
ry | 3 | -1.75454456260261
ry | 4 | 2.42542887851374
ry | 5 | -0.0468595307446728
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -2.19598034381016
ry | 1 | -1.23313129088287
ry | 2 | 0.228969129669060
ry | 3 | 4.43810041468573
ry | 4 | 3.29957031845563
ry | 5 | -4.52035126578564
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.972329568912424
ry | 1 | -0.0269411798734428
ry | 2 | 1.18429359261905
ry | 3 | 0.175775411540249
ry | 4 | 0.0503070812588992
ry | 5 | -0.235898762934741
