x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | -0.0029800615276141243
ry | 1 | -0.6662492532862376
ry | 2 | -8.96641954308307e-07
ry | 3 | -3.2181613347696585e-07
ry | 4 | 0.0006999980925753019
ry | 5 | 1.1322768801920067
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.008717697247537343
ry | 1 | 1.8739971385644266e-05
ry | 2 | -6.160209182511659e-07
ry | 3 | -7.700134489614848e-07
ry | 4 | -0.0007258566107880978
ry | 5 | 1.0339960664686363
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.004807030181376033
ry | 1 | -1.1035819350846756
ry | 2 | -4.375794631833732e-05
ry | 3 | 1.5218334736078094e-06
ry | 4 | -0.0015310477278645883
ry | 5 | 1.424902739215502
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0021923687125352566
ry | 1 | -2.0536565465120923e-05
ry | 2 | -4.364932775966125e-07
ry | 3 | -0.00010959666116918017
ry | 4 | 0.0004839914241659292
ry | 5 | -0.01792122985920211
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0011632532831381166
ry | 1 | -0.002497535402172753
ry | 2 | 6.350088137089891e-05
ry | 3 | -7.0805587872575956e-06
ry | 4 | 0.0009227430293469158
ry | 5 | -0.001682718264729051
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 7.60648638206529e-05
ry | 1 | 1.3249768999768257e-06
ry | 2 | -4.72322325623113e-07
ry | 3 | 0.00010928045831251166
ry | 4 | -7.535191040407368e-05
ry | 5 | -3.5202483406683965e-05
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0001996648463231833
ry | 1 | -0.0010548249939585572
ry | 2 | -1.974631994906841e-05
ry | 3 | 5.516402181047394e-06
ry | 4 | 0.00020015909092096663
ry | 5 | 0.0006480777165688187
