x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | -2.8181800417753053
ry | 1 | -1.7811263948958775
ry | 2 | 0.00018708381722176392
ry | 3 | -3.3533572158458758
ry | 4 | 0.5400132559165657
ry | 5 | 0.8593082470906719
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.3522077747795032
ry | 1 | -0.010215735492353618
ry | 2 | 0.0013696576916093388
ry | 3 | 0.54817276078184
ry | 4 | -1.808901749571203
ry | 5 | 0.3584417644598293
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.1207728071546375
ry | 1 | 2.1511470510771966
ry | 2 | -0.0002218540661035184
ry | 3 | -1.3683710435725451
ry | 4 | -0.25455696637218306
ry | 5 | 2.3251528177830076
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.8348386648568682
ry | 1 | -0.010292285437671618
ry | 2 | 0.0007259656775853729
ry | 3 | 2.0599497893980496
ry | 4 | 0.08624512196215338
ry | 5 | 1.6730330345737743
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.9006820505236819
ry | 1 | -1.718185997497182
ry | 2 | 0.00031977742250756207
ry | 3 | 0.5272472276980864
ry | 4 | -2.0454479570854542
ry | 5 | 2.589452351622789
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.3137630046326084
ry | 1 | -0.0001916848431647895
ry | 2 | 0.0007095011950224301
ry | 3 | -1.1592621536233303
ry | 4 | -1.5142855525071448
ry | 5 | 0.010518742308893549
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -3.2684874044694747
ry | 1 | -1.767968601739813
ry | 2 | -0.00019244164550213965
ry | 3 | 1.3384981416111166
ry | 4 | -1.619325199694192
ry | 5 | 0.5218357566744591
