x | 0 | 
x | 2 | 
ry | 0 | -1.6248743437594189
ry | 1 | 0.23763073634594323
ry | 2 | -1.8414130578854453
ry | 3 | -1.584831270354156
ry | 4 | 0.310526279088013
ry | 5 | -0.8280706189503145
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.97475450048473
ry | 1 | -2.22631927632457
ry | 2 | -0.3370266978432817
ry | 3 | -1.165000315520504
ry | 4 | -0.6401644508607063
ry | 5 | 0.02394231174814128
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.5824468383495809
ry | 1 | 0.37117042549696944
ry | 2 | 2.0360920586190465
ry | 3 | 0.006376919138868837
ry | 4 | 1.3599381642102812
ry | 5 | 0.8759430805461909
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.36607306077087687
ry | 1 | -0.038189521475597954
ry | 2 | 0.21378283262010309
ry | 3 | 0.06870137165553937
ry | 4 | 0.3600895637282817
ry | 5 | -0.5222843543989991
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.0513897717588185
ry | 1 | -0.8537908855559807
ry | 2 | -1.6375222217818586
ry | 3 | 3.2270521767265774
ry | 4 | 0.005481948561163426
ry | 5 | 0.908621231490717
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.12098669077988529
ry | 1 | 1.5641762457767037
ry | 2 | -0.1450369373385155
ry | 3 | -0.03071057887947477
ry | 4 | -0.4228925312008629
ry | 5 | 0.4964700876144386
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.6864521364606446
ry | 1 | 0.09434262266787344
ry | 2 | 1.707087977551072
ry | 3 | -1.6451268159129093
ry | 4 | -1.5325615386934794
ry | 5 | -0.6022211082732638
