x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | -3.0594076753236727
ry | 1 | -0.8868244562189489
ry | 2 | -0.00038373337519360945
ry | 3 | -3.337926361590342
ry | 4 | -0.29468417452467527
ry | 5 | 1.1645690433853424
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.1038530862215694
ry | 1 | 0.00039961417519625655
ry | 2 | 0.0011749874149654545
ry | 3 | 0.9968041959162932
ry | 4 | -2.224062155270642
ry | 5 | 0.0681344398790168
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.339597097605888
ry | 1 | 2.002062981463141
ry | 2 | -0.003712233665684508
ry | 3 | -1.0228409237527143
ry | 4 | -0.6992647795099384
ry | 5 | 2.886520597379931
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.9993379707488591
ry | 1 | -0.002525365338776476
ry | 2 | -0.00228834434588333
ry | 3 | 1.8560911972419727
ry | 4 | 0.31321370721767816
ry | 5 | 1.1405367819043546
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.2476110365955708
ry | 1 | -1.903569096405395
ry | 2 | 8.360115330804776e-05
ry | 3 | 0.28093606827772055
ry | 4 | -2.2381201362720278
ry | 5 | 2.014985491328307
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.6408070461203138
ry | 1 | 3.362116747224946e-07
ry | 2 | 0.0019997417491374996
ry | 3 | -1.2448208046222753
ry | 4 | -0.9112279680491335
ry | 5 | 0.7325679729862349
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -2.054576790552868
ry | 1 | -1.4104444223797825
ry | 2 | -0.002280249797533375
ry | 3 | 1.4861068896897587
ry | 4 | -1.585189620409671
ry | 5 | 0.917493125374217
