x | 0 | 
x | 2 | 
ry | 0 | -0.22940946492118325
ry | 1 | -0.3039229738923959
ry | 2 | -1.1480576321634346
ry | 3 | -1.443371312114833
ry | 4 | 0.8131606039530122
ry | 5 | 0.17553885932830113
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.8441458484097524
ry | 1 | -0.09501015407329189
ry | 2 | 0.08865177905133617
ry | 3 | -0.6063302794820264
ry | 4 | -0.016354671280794514
ry | 5 | 0.0059458342791257595
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.4418384354538873
ry | 1 | 1.4382166619729475
ry | 2 | 1.594768502617074
ry | 3 | -0.13206053209879764
ry | 4 | 0.7608148322058963
ry | 5 | -0.11959215779080214
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.1329662991410999
ry | 1 | 1.1632606582327374
ry | 2 | 0.9269137406705346
ry | 3 | -0.00015538344675728895
ry | 4 | 0.004485732141111297
ry | 5 | -0.08256932717704389
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.0375372362741522
ry | 1 | -1.525543594020054
ry | 2 | -0.11928368863394061
ry | 3 | 1.2332457272156576
ry | 4 | -0.6804256331740652
ry | 5 | 0.25114304780039076
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.04112363780558716
ry | 1 | 0.04224774353549168
ry | 2 | -0.016250687570244057
ry | 3 | -0.1874130524847924
ry | 4 | -0.031395104130949765
ry | 5 | -0.020742011682696408
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.009978753439031722
ry | 1 | -0.07195615516089353
ry | 2 | -0.9577125328510694
ry | 3 | 0.38234112617783855
ry | 4 | -0.8975158307538409
ry | 5 | -0.2963964224985662
