x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | 3.071516321983303
ry | 1 | 1.3928422013413226
ry | 2 | -6.765864294366132e-07
ry | 3 | -5.751341290840057e-07
ry | 4 | 3.5175460816083745e-05
ry | 5 | -2.0014356553500683
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.0526208323003687
ry | 1 | -5.451558971709492e-07
ry | 2 | -1.2898265346430746e-06
ry | 3 | -1.5275562806976013e-05
ry | 4 | 2.280045843855344e-05
ry | 5 | -1.6803524104317695
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.012546360189183562
ry | 1 | 2.358011534744786
ry | 2 | -9.28914815073191e-07
ry | 3 | -4.805458087151828e-07
ry | 4 | 3.7090646640784896e-05
ry | 5 | -1.787425342679783
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -9.183061387608339e-07
ry | 1 | 7.155008153887342e-09
ry | 2 | -1.426331242251832e-06
ry | 3 | -2.3216406051463093e-05
ry | 4 | -1.4446392660692537e-06
ry | 5 | 1.4018709779163288e-07
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.747740240136585e-07
ry | 1 | 1.138540841198974e-07
ry | 2 | 4.2294373281631555e-07
ry | 3 | -8.238776352849385e-09
ry | 4 | 4.5393151098330283e-07
ry | 5 | 1.7291660002899157e-07
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -2.718659021653128e-12
ry | 1 | 1.5103661231406268e-12
ry | 2 | -6.645610941818758e-12
ry | 3 | 2.1145125723968775e-12
ry | 4 | -1.0270489637356262e-11
ry | 5 | 9.062196738843761e-13
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -7.048375241322925e-13
ry | 1 | 3.222114396033337e-12
ry | 2 | -5.336626968430215e-12
ry | 3 | -8.961505663967719e-12
ry | 4 | -6.947684166446883e-12
ry | 5 | 3.5241876206614623e-12
