x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | -1.5535662768300254
ry | 1 | -0.5651989433160919
ry | 2 | 0.014509147278574237
ry | 3 | -2.005642186745597
ry | 4 | -0.3608671910560549
ry | 5 | -0.8118568763856989
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.0183774655891904
ry | 1 | 0.00710289580012264
ry | 2 | 0.000594081549046406
ry | 3 | 1.0663805349508166
ry | 4 | -2.1463145320315746
ry | 5 | 0.017805556460314183
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.1626399339811755
ry | 1 | 1.130506106601668
ry | 2 | -0.004162553097967233
ry | 3 | 0.647701851832618
ry | 4 | 1.4599967258941677
ry | 5 | 0.7637297483687522
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.7342943845315444
ry | 1 | 0.00960630607223909
ry | 2 | -0.001193150621444948
ry | 3 | -0.34868008996824973
ry | 4 | -0.7311944249023101
ry | 5 | -0.036188179359309375
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.7303609015911627
ry | 1 | -1.432041840018618
ry | 2 | 0.015571104294745746
ry | 3 | -0.34232266925762045
ry | 4 | -1.3802347922059588
ry | 5 | -0.06259633258404229
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.8069216950976767
ry | 1 | -0.02246594386670217
ry | 2 | -0.01911281176299943
ry | 3 | 0.032653864216002214
ry | 4 | -0.08588086222466274
ry | 5 | -0.4169047385868982
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.07393895561260702
ry | 1 | 1.3286455528824503
ry | 2 | -0.022832655089715177
ry | 3 | 1.5722126682761934
ry | 4 | 0.005451609142840466
ry | 5 | 0.8784014259982981
