ry | 0 | 0.0428816145965682
ry | 1 | 1.46988168433490
ry | 2 | 0.596547187282401
ry | 3 | -1.58176800200807
ry | 4 | 0.756388694232794
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.110073093803864
ry | 1 | 0.776812810527040
ry | 2 | -0.545014219562393
ry | 3 | 0.277701943416116
ry | 4 | -0.204776878244990
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.124168657387027
ry | 1 | -0.747973354986674
ry | 2 | 0.307338285476166
ry | 3 | 0.203456740828651
ry | 4 | -0.0156278158626365
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.353521146158640
ry | 1 | -0.377311246774748
ry | 2 | 1.03522074443768
ry | 3 | -0.264999395371309
ry | 4 | 0.199371112411145
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0585290864111166
ry | 1 | -0.456567963773390
ry | 2 | 0.596030937229832
ry | 3 | -0.0875097290043311
ry | 4 | -0.185033399569667
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.312421335053872
ry | 1 | -0.600482250052512
ry | 2 | 0.238094668153533
ry | 3 | 0.631591909751690
ry | 4 | -0.533138752451205
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.152530825283708
ry | 1 | 0.0696475347487063
ry | 2 | -0.241564186968269
ry | 3 | 1.33749685384500
ry | 4 | -0.556598926430924
