ry | 0 | -1.77483326421999
ry | 1 | -1.74224739663924
ry | 2 | 3.29944031305257
ry | 3 | -0.0667933020708945
ry | 4 | 0.564125214261416
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0166908829072389
ry | 1 | -1.41247571585652
ry | 2 | 0.410998582395888
ry | 3 | -0.0115558631551649
ry | 4 | 0.435006940690566
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.738485848326355
ry | 1 | -2.05556760519855
ry | 2 | 1.60792336306511
ry | 3 | 1.41472534166308
ry | 4 | 2.01352007164105
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.91301922814096
ry | 1 | 0.196215504058682
ry | 2 | -1.23303642517559
ry | 3 | 2.37202985359998
ry | 4 | 0.668276472372697
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.22000139575430
ry | 1 | 1.04065165728803
ry | 2 | -2.19740041863934
ry | 3 | 1.38800502128223
ry | 4 | -1.74717683597489
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0335618222210059
ry | 1 | -1.93778792657274
ry | 2 | -0.388353752408556
ry | 3 | 0.166609768312292
ry | 4 | 0.256535906075394
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 5.16355027295530
ry | 1 | 0.413900079498933
ry | 2 | -0.558335209338101
ry | 3 | 0.237305290884776
ry | 4 | 1.08594486107784
