ry | 0 | -1.11189194096482
ry | 1 | -0.00111154293998742
ry | 2 | 0.0461510284386046
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.131770292612041
ry | 1 | -0.00101160385169011
ry | 2 | 0.0173253830788144
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0776734526958553
ry | 1 | 0.0592820501306840
ry | 2 | 0.0605627731177886
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0874806702807308
ry | 1 | 0.000366381062644526
ry | 2 | -0.0275830557667775
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.311519086918970
ry | 1 | 0.0267513321073108
ry | 2 | -0.437672459680861
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.126215997151887
ry | 1 | -0.00381415301106200
ry | 2 | 0.00165173405321072
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0347967830387230
ry | 1 | -0.196440845931582
ry | 2 | 0.327436597496526
