ry | 0 | -0.502862858305446
ry | 1 | -1.13891698141831
ry | 2 | 0.253856120624899
ry | 3 | 1.12100680302430
ry | 4 | -0.253972302499696
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.225960290388150
ry | 1 | 0.0414312599123413
ry | 2 | -0.173390825803567
ry | 3 | 0.0725432602368231
ry | 4 | 0.0807537097068825
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.10974850527783
ry | 1 | 0.536177248468746
ry | 2 | -2.62802810000375
ry | 3 | 4.28224023138450
ry | 4 | -1.44299845617869
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 3.07566080240386
ry | 1 | -3.44207148513009
ry | 2 | 3.12394305349256
ry | 3 | -0.110152573330738
ry | 4 | -0.0145835825333259
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -2.06392525137872
ry | 1 | -0.0169682144381042
ry | 2 | -1.82342479207819
ry | 3 | 0.700022625406212
ry | 4 | 2.14847087402027
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.392919466747443
ry | 1 | 0.165952190960137
ry | 2 | -0.215733048813285
ry | 3 | 0.166282005303823
ry | 4 | -0.151011681370476
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.55755105680765
ry | 1 | 0.656604803930408
ry | 2 | -0.781969082671271
ry | 3 | 1.40838358711588
ry | 4 | -0.444835729447577
