ry | 0 | -0.693767632304019
ry | 1 | 0.586564999452318
ry | 2 | 0.0327920624971224
ry | 3 | 0.195458499951720
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.114350889206941
ry | 1 | -0.139542238086414
ry | 2 | -0.00285702600987979
ry | 3 | -0.216541091770939
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.264938512949185
ry | 1 | -0.384812978580074
ry | 2 | 0.0211071327415925
ry | 3 | -0.433615021100104
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -1.05626349684069
ry | 1 | 0.347561871481863
ry | 2 | 0.0289820822731902
ry | 3 | 0.417278149094932
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.141877178046660
ry | 1 | -1.08712954498179
ry | 2 | -0.299795314793895
ry | 3 | -0.0893020739790734
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | 0.495804538387701
ry | 1 | -0.0832366722753398
ry | 2 | 0.00272214738944817
ry | 3 | 0.0145474047505474
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.323479819416514
ry | 1 | -0.00450274612487405
ry | 2 | -0.161299828656998
ry | 3 | 0.147275412250047
