ry | 0 | 0.168455384153538
ry | 1 | 1.15319908842768
ry | 2 | 0.0553392965570936
ry | 3 | -2.31182289573452
ry | 4 | 1.73781440271046
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.98483198874693
ry | 1 | -0.121044488320064
ry | 2 | -0.731522800292307
ry | 3 | -0.456801939188613
ry | 4 | 0.216603343250985
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 4.47842908837649
ry | 1 | -2.59895813500922
ry | 2 | -1.50979544579872
ry | 3 | -1.92950225980119
ry | 4 | 1.78897574642914
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 3.40557931601553
ry | 1 | 1.45487954005568
ry | 2 | -2.02819799954030
ry | 3 | -2.88408227538795
ry | 4 | -0.280216864877172
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.40879631894692
ry | 1 | -3.06407358149132
ry | 2 | 2.42524303610177
ry | 3 | -0.938085847486047
ry | 4 | 2.96439810538349
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -3.85320513902175
ry | 1 | -0.919223870735989
ry | 2 | -0.146245080982016
ry | 3 | -2.79572581358463
ry | 4 | 0.588258481867905
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.506349525630949
ry | 1 | -1.02666440882874
ry | 2 | 0.663817326146607
ry | 3 | -1.05447660095387
ry | 4 | -0.785608849432001
