ry | 0 | -1.15698366165372
ry | 1 | -0.899234912271440
ry | 2 | -0.500645307047391
ry | 3 | -0.0272981377220761
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.168879435688221
ry | 1 | -0.313337445635213
ry | 2 | 0.340623118671571
ry | 3 | -0.168824907013337
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.179014020460058
ry | 1 | -0.376241054736801
ry | 2 | -0.819028179404503
ry | 3 | -5.33559007037769
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.525609050662605
ry | 1 | 2.05194735723427
ry | 2 | -1.01416363001108
ry | 3 | 0.739803704805815
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.553803810822367
ry | 1 | 2.80776872609858
ry | 2 | 0.860147473813576
ry | 3 | -0.783489363513905
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | 0.319813600079524
ry | 1 | -0.188380033561686
ry | 2 | -0.131068459036235
ry | 3 | 0.103240358283677
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.103636836096771
ry | 1 | 0.0408448018643891
ry | 2 | -0.302023836340742
ry | 3 | 0.207792212595836
