ry | 0 | 0.731805093403489
ry | 1 | 2.32066262794940
ry | 2 | 3.18563206373131
ry | 3 | 0.763044889000149
ry | 4 | 0.0188763388611929
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.465225331165297
ry | 1 | -0.357149539129726
ry | 2 | 0.425635303641819
ry | 3 | -0.801691484464338
ry | 4 | -0.802930396090224
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.27119263431075
ry | 1 | 0.963458866987812
ry | 2 | -0.800502421919006
ry | 3 | -1.95329983024908
ry | 4 | 4.81866899541794
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.893748175613175
ry | 1 | 1.65121594166916
ry | 2 | -1.99817693384700
ry | 3 | 2.36783264924792
ry | 4 | -0.268930670836832
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.04701676190412
ry | 1 | -3.63957542599320
ry | 2 | -3.64366180294421
ry | 3 | 3.81995240668862
ry | 4 | -4.38831694161340
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.67504079580701
ry | 1 | -5.08630566806775
ry | 2 | 0.426504908052884
ry | 3 | -1.93724237015391
ry | 4 | 1.78836640842398
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -2.09577490533398
ry | 1 | -1.32655352741082
ry | 2 | 0.727182095980420
ry | 3 | 1.13405157203784
ry | 4 | 0.0637097976420262
