ry | 0 | -1.12242007111944
ry | 1 | 0.000144720024319170
ry | 2 | 0.0466930947825431
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.133965396859280
ry | 1 | -0.00199419793775643
ry | 2 | 0.0183357355370149
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0786499022943144
ry | 1 | 0.0596865406589257
ry | 2 | 0.0614841135943663
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0885469279017954
ry | 1 | 0.00117405289627636
ry | 2 | -0.0267415468136583
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.313619591495052
ry | 1 | 0.0281541165734951
ry | 2 | -0.441418050753656
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.127703722467636
ry | 1 | -0.00273285768250966
ry | 2 | 0.00147640106665705
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0340586900152162
ry | 1 | -0.198183315718233
ry | 2 | 0.329634156063292
