ry | 0 | -0.912962113606819
ry | 1 | -0.460647047460996
ry | 2 | 1.86902197376555
ry | 3 | 1.09335115588896
ry | 4 | 0.296617422261671
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.584831429788496
ry | 1 | -0.497715062748819
ry | 2 | -0.0162477072450590
ry | 3 | -0.0148975745484717
ry | 4 | -0.0144120099812275
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.816294259412767
ry | 1 | 0.771152972868883
ry | 2 | -2.28292336828026
ry | 3 | 0.478412814531259
ry | 4 | 0.857524954847766
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.157032156072532
ry | 1 | -0.980298005710116
ry | 2 | 0.0347408532178460
ry | 3 | 0.0602519504530755
ry | 4 | 0.0242269392607449
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.105036758426632
ry | 1 | -0.439632946384585
ry | 2 | 0.605069286770949
ry | 3 | -0.974235598731443
ry | 4 | -0.364047454484175
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.609217449342052
ry | 1 | 0.784105748176541
ry | 2 | -0.0170319410837517
ry | 3 | -0.0552979487165249
ry | 4 | -0.0607263895738957
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.339584827265855
ry | 1 | 0.248403198600319
ry | 2 | 0.0973278863805907
ry | 3 | -0.592799520224059
ry | 4 | -0.748992956573051
