ry | 0 | -0.878418863884077
ry | 1 | -0.917604136457729
ry | 2 | 0.585059564005770
ry | 3 | -1.79516261505604
ry | 4 | 0.544214792488639
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.08957576706351
ry | 1 | -0.749057871088968
ry | 2 | 0.489409642483179
ry | 3 | 0.0387843179956336
ry | 4 | -0.214311787032957
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -2.88450794525112
ry | 1 | -2.35912232066787
ry | 2 | -0.281366724599216
ry | 3 | 0.863696994673081
ry | 4 | 0.615383242151153
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.913659896134002
ry | 1 | -1.63378128948634
ry | 2 | 1.11438548717432
ry | 3 | 1.32377656060403
ry | 4 | -0.579852666474738
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.85230263145658
ry | 1 | -2.74695245146957
ry | 2 | -3.11928752686216
ry | 3 | -0.375896898325407
ry | 4 | -0.574706319972531
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.786092007145249
ry | 1 | -2.11211260871916
ry | 2 | -0.729036139862779
ry | 3 | 0.522777849596680
ry | 4 | -0.151746111799513
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.93983658456022
ry | 1 | -0.0493752016823404
ry | 2 | 0.184588861693223
ry | 3 | 0.505519856971734
ry | 4 | -0.169182624841167
