ry | 0 | 3.41679075565394
ry | 1 | -0.837702286196810
ry | 2 | 0.845553329176449
ry | 3 | -0.321752973104610
ry | 4 | 0.226359339774566
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 1.01340534247211
ry | 1 | -0.495323893106723
ry | 2 | 1.16437183157297
ry | 3 | -1.48410946459788
ry | 4 | 1.51927977978739
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.71950840799562
ry | 1 | -1.69835825705021
ry | 2 | -0.503572993325181
ry | 3 | 3.19277293507085
ry | 4 | 2.97991258367967
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.74541661813961
ry | 1 | -2.46464275697293
ry | 2 | 2.07109024550794
ry | 3 | -3.71988420384555
ry | 4 | -3.09822079492694
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -3.41820979775382
ry | 1 | 2.61043468976029
ry | 2 | -0.141959477524960
ry | 3 | -0.273900118996898
ry | 4 | 0.210997383448664
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -3.16576438544268
ry | 1 | -1.60010563186154
ry | 2 | 0.254023327818000
ry | 3 | -0.870455132918796
ry | 4 | -1.64883432859132
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.893768202451833
ry | 1 | -0.116287701187426
ry | 2 | -1.02647100030305
ry | 3 | -0.250454758541737
ry | 4 | -0.472151326248485
