ry | 0 | -0.877413756780857
ry | 1 | -3.79479114953840
ry | 2 | 0.359166178630725
ry | 3 | -1.21943064346651
ry | 4 | -0.251105413652201
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.63944791605083
ry | 1 | -0.909812778771822
ry | 2 | 0.244579912908070
ry | 3 | 0.0548497402441376
ry | 4 | -0.0540981158564880
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.930198754454142
ry | 1 | -1.62711236697638
ry | 2 | 0.727324259246914
ry | 3 | 1.90870773451766
ry | 4 | -1.62146799658127
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.753470551190636
ry | 1 | -2.36383681318313
ry | 2 | 3.27472736630531
ry | 3 | -0.0313816513666099
ry | 4 | 0.0129847611399067
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.77022026990418
ry | 1 | 2.76197131758161
ry | 2 | 1.18761144795639
ry | 3 | -1.06158747126063
ry | 4 | 2.06836495700459
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 1.06010290083591
ry | 1 | -0.875051600267861
ry | 2 | 0.384733087406760
ry | 3 | -0.131261128052981
ry | 4 | -0.131495150401678
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.253447133994639
ry | 1 | 0.762431469765864
ry | 2 | -0.559668618954168
ry | 3 | -1.43422303891332
ry | 4 | -0.170918682023992
