ry | 0 | -0.0680302064617588
ry | 1 | -0.00437225229412126
ry | 2 | 0.0162410016614060
ry | 3 | 0.000210373247653277
ry | 4 | 0.0251811694050012
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.00209120574825093
ry | 1 | -0.00344677354645203
ry | 2 | 0.0188556195680418
ry | 3 | -0.00212454718342414
ry | 4 | 0.00687245150565887
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0436520018791958
ry | 1 | 0.0987902464898808
ry | 2 | 0.00967247588673494
ry | 3 | -0.00189502973183425
ry | 4 | -0.00884812039416243
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0316921929003600
ry | 1 | 0.0670979624433857
ry | 2 | 0.0334075926600479
ry | 3 | -0.00562649204738958
ry | 4 | 0.00127093560457899
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0567381580070589
ry | 1 | 0.00811605393487919
ry | 2 | -0.0157817102750365
ry | 3 | 0.00258304010336131
ry | 4 | -0.0150480506816950
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0124145928664500
ry | 1 | -0.0330001338074295
ry | 2 | -0.0313005047726765
ry | 3 | 0.000848657138303983
ry | 4 | -0.0229145033081838
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0310903488738805
ry | 1 | -0.0156239962177290
ry | 2 | 0.0226981651738851
ry | 3 | -0.00164752142268386
ry | 4 | 0.000891732962661320
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.00522053845179495
ry | 1 | -0.0185949268572155
ry | 2 | -0.0463509676352211
ry | 3 | 0.0150596254054906
ry | 4 | 0.00531721706877311
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00453260641439329
ry | 1 | -0.0160934063871596
ry | 2 | 0.000930453058094566
ry | 3 | -0.00234730676708602
ry | 4 | -0.00525666745863429
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.00485503812632104
ry | 1 | -0.0167984865799426
ry | 2 | 0.0269342310955755
ry | 3 | -0.00846183400372839
ry | 4 | 0.0117882655173841
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00404834516527928
ry | 1 | -0.00219243856915287
ry | 2 | -0.000716855228892851
ry | 3 | 0.000626700237265134
ry | 4 | -0.000206073598652305
