ry | 0 | -0.232881205427554
ry | 1 | 0.836033128205160
ry | 2 | 0.317996846426037
ry | 3 | -3.21711361456392
ry | 4 | 0.921007547997403
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0382207771507428
ry | 1 | 0.164017790609789
ry | 2 | -0.140727527665306
ry | 3 | -0.617965256314574
ry | 4 | -0.460892559726227
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 4.73099624137808
ry | 1 | -3.08930384375551
ry | 2 | -2.17516885656229
ry | 3 | -2.24843629424995
ry | 4 | 1.28869758207230
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 3.15294828735641
ry | 1 | 1.23419738279386
ry | 2 | -2.24512636886003
ry | 3 | -2.80611134616703
ry | 4 | -0.304700105447208
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.939290521217145
ry | 1 | -2.29546609704470
ry | 2 | 2.65163876796953
ry | 3 | -0.723928075555696
ry | 4 | 3.07948063121342
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -4.33969945357481
ry | 1 | -1.53939667883599
ry | 2 | -1.20783319989838
ry | 3 | -2.38011450765255
ry | 4 | 0.518619633848648
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.441748980172202
ry | 1 | -0.542536568866131
ry | 2 | 1.58434849377425
ry | 3 | -0.861940999339384
ry | 4 | -0.775950548591018
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 2.85786036497997
ry | 1 | -1.57539666070929
ry | 2 | 0.0374956662434912
ry | 3 | -0.452831174184283
ry | 4 | -0.434567017117205
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.708425116989333
ry | 1 | -0.622833483924939
ry | 2 | -0.390585689420091
ry | 3 | -0.686594552609538
ry | 4 | 1.34859779852461
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.00935123808453918
ry | 1 | 0.0681663241623709
ry | 2 | 0.00635203408703364
ry | 3 | -0.0178818137858513
ry | 4 | -0.0393222404233210
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.159916727888007
ry | 1 | -0.0732432026559980
ry | 2 | -0.0493516816444863
ry | 3 | -0.0633271878095924
ry | 4 | -0.000126487532644358
