ry | 0 | 0.548279652271988
ry | 1 | -1.46820718720302
ry | 2 | -0.00585536305169710
ry | 3 | -1.55062980369695
ry | 4 | -0.544189739636688
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0728002932091445
ry | 1 | -0.0538137696209609
ry | 2 | 0.00282479730032794
ry | 3 | -0.312782835159873
ry | 4 | 0.255477857984231
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.29351515272633
ry | 1 | 2.15247493804102
ry | 2 | 0.649755579304571
ry | 3 | -0.590856431933326
ry | 4 | -6.42828858824427
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.189478613136536
ry | 1 | 3.85950096854334
ry | 2 | 2.04651370567265
ry | 3 | -0.447535105158260
ry | 4 | 0.340331252376646
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.951801929485369
ry | 1 | -1.47411142061583
ry | 2 | 2.03941313198716
ry | 3 | -1.64534648170103
ry | 4 | -0.548491683495988
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 1.22421413270490
ry | 1 | 0.581410556494943
ry | 2 | 0.123033777498397
ry | 3 | -3.03946251698864
ry | 4 | 3.00651920781171
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.94720258750366
ry | 1 | -0.276891048911413
ry | 2 | -1.33981965675095
ry | 3 | 0.236100811865794
ry | 4 | -1.15546870866654
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.278280431763737
ry | 1 | 0.133824421983947
ry | 2 | 0.0226246256200302
ry | 3 | 0.0884788285828038
ry | 4 | 0.0839250466261922
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0792358556259635
ry | 1 | -0.484487326603628
ry | 2 | 0.200518191002361
ry | 3 | -0.230684972548758
ry | 4 | -0.0966629279352498
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0825556355816101
ry | 1 | -0.101616001215062
ry | 2 | -0.0734786831790855
ry | 3 | -0.0123853400833742
ry | 4 | -0.0458766148846262
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00201689237709312
ry | 1 | -0.0485645724003033
ry | 2 | -0.0898239763081195
ry | 3 | 0.106652783430538
ry | 4 | -0.00219379765593100
