ry | 0 | 3.42993889208487
ry | 1 | -1.01695573056220
ry | 2 | 0.532770771307305
ry | 3 | 0.0861448333113552
ry | 4 | 1.16129431403514
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.108122371691918
ry | 1 | 0.0424980063486526
ry | 2 | 0.246439080241734
ry | 3 | 0.364128099303657
ry | 4 | -0.0945173488090422
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.98571597718965
ry | 1 | -3.30478750541170
ry | 2 | -1.07056137059449
ry | 3 | 3.70215240714336
ry | 4 | 2.93138375732363
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -2.11324268809374
ry | 1 | -3.27636617790037
ry | 2 | 1.51720973709023
ry | 3 | -3.26331479724279
ry | 4 | -2.65742058176459
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -3.70108949899338
ry | 1 | 3.07505041661320
ry | 2 | -0.442174708143246
ry | 3 | -0.558651951030604
ry | 4 | 0.758808513505476
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -2.17870905676601
ry | 1 | -0.838163213069794
ry | 2 | 0.435387444599974
ry | 3 | -1.11036587827448
ry | 4 | -1.95985960884498
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.43407917167198
ry | 1 | -0.0911239450131065
ry | 2 | -0.447869604926920
ry | 3 | -0.396795964027745
ry | 4 | -0.311213024487045
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.640339661591983
ry | 1 | 0.290585108934845
ry | 2 | -0.611710514852175
ry | 3 | 2.16259934185227
ry | 4 | -1.45516072951078
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.821672512901890
ry | 1 | -0.700718353979933
ry | 2 | 0.510291384931900
ry | 3 | -1.10955594876697
ry | 4 | -0.137943213357976
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.421047573330404
ry | 1 | 0.0212904649077100
ry | 2 | 0.0250498229329811
ry | 3 | 0.0170962908921162
ry | 4 | 0.0278195769707837
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.287040304326937
ry | 1 | -0.153261553582420
ry | 2 | 0.0481372852476011
ry | 3 | 0.113271303258257
ry | 4 | -0.162509514582153
