ry | 0 | -1.10531851034732
ry | 1 | 1.01378032817429
ry | 2 | -1.12357690283876
ry | 3 | -0.0736530765874005
ry | 4 | 1.08570673540542
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.151625975948181
ry | 1 | 0.0688634993336566
ry | 2 | 0.0746410564767161
ry | 3 | -0.227131132002311
ry | 4 | -0.424327217598116
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 5.12433543241502
ry | 1 | 0.916864368799152
ry | 2 | 2.76900095390697
ry | 3 | 1.09951060965281
ry | 4 | 1.25303832210043
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.436190866166304
ry | 1 | 5.25016942919714
ry | 2 | -0.291953411176266
ry | 3 | -1.28857459056381
ry | 4 | 1.48899423140009
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.56176754146920
ry | 1 | 1.39592515956905
ry | 2 | 1.61611342674641
ry | 3 | 2.58801166344285
ry | 4 | -0.272393217272533
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.999259948447905
ry | 1 | 0.937854427885937
ry | 2 | 0.667353319502329
ry | 3 | 0.296653486017418
ry | 4 | 3.79476880623112
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -2.25486554039627
ry | 1 | -0.810073080116584
ry | 2 | -1.66862805750219
ry | 3 | 1.38124483967025
ry | 4 | 0.921160133294387
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.45524379544719
ry | 1 | 2.31274472023523
ry | 2 | -1.23002665445930
ry | 3 | 0.367385631018972
ry | 4 | -0.514023781094264
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0958864090866265
ry | 1 | 0.196025531075872
ry | 2 | -1.62314575428959
ry | 3 | 1.56107985409097
ry | 4 | -0.921246259586313
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.307498072058319
ry | 1 | -0.0521245408807120
ry | 2 | 0.00200127241027713
ry | 3 | -0.130310190300360
ry | 4 | -0.137885596075463
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0901981679899230
ry | 1 | 0.311722686932230
ry | 2 | -0.146523286426415
ry | 3 | -0.0817798850689662
ry | 4 | -0.00901591102229458
