ry | 0 | -0.510649740051265
ry | 1 | 0.369461962648424
ry | 2 | 0.525755994206113
ry | 3 | 0.413683869062187
ry | 4 | 0.00773660316826337
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0408004380456491
ry | 1 | 0.116920134055217
ry | 2 | 0.0466764402289422
ry | 3 | 0.00129778791635165
ry | 4 | -0.0237523795038817
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.236163140617798
ry | 1 | 0.449899140146930
ry | 2 | -0.124382566467588
ry | 3 | -1.35969059916647
ry | 4 | 1.06868070542317
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.699952559459542
ry | 1 | 0.795598107230069
ry | 2 | 0.681096301609454
ry | 3 | -0.0611910104146236
ry | 4 | 0.0181023010749289
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0921187603712159
ry | 1 | 0.361399785764206
ry | 2 | 1.77427628589821
ry | 3 | 0.392407909473701
ry | 4 | 0.0685487667811065
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 1.03117777920414
ry | 1 | -2.00176166689307
ry | 2 | -0.719307351976143
ry | 3 | -0.0479962608262572
ry | 4 | 0.0196818295672061
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.747698660808287
ry | 1 | 0.792171876499485
ry | 2 | -0.103647436536697
ry | 3 | 0.237806235908074
ry | 4 | -0.869858266009602
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.485003659562672
ry | 1 | -0.360479009626762
ry | 2 | 0.284488645603744
ry | 3 | 0.0223763405089244
ry | 4 | -0.00997554659165604
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.212991072410788
ry | 1 | -0.0895812093732240
ry | 2 | -0.386456366908955
ry | 3 | 0.346361335681605
ry | 4 | -0.262037765899961
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0862845601099600
ry | 1 | 0.319474263189449
ry | 2 | -0.0541671134352678
ry | 3 | -0.00833113319958475
ry | 4 | -0.0137003176704341
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0888399542078353
ry | 1 | 0.0430818631614216
ry | 2 | -0.0426808882855243
ry | 3 | 0.0680502987950019
ry | 4 | 0.0147077305730509
