ry | 0 | 0.0122989091278996
ry | 1 | 0.0670574484936123
ry | 2 | -0.00688317394144276
ry | 3 | 0.00239699864212658
ry | 4 | -0.00419160823641514
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0164663737701852
ry | 1 | -0.0391077666302048
ry | 2 | -0.0180640060600561
ry | 3 | -0.00525095910711220
ry | 4 | 0.00377024044675276
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0285257443940046
ry | 1 | 0.0171338831200754
ry | 2 | -0.00806378597289239
ry | 3 | -0.00138153250315932
ry | 4 | -0.000906968142606280
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0121763940966043
ry | 1 | -0.0185230195917997
ry | 2 | -0.0161659014463160
ry | 3 | 0.00491757405129190
ry | 4 | 0.00938827196286170
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0472616002007611
ry | 1 | -0.00190148873122982
ry | 2 | 0.00640360065808409
ry | 3 | -0.00431040293218675
ry | 4 | -0.00327451388552905
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0154658311996045
ry | 1 | -0.00271680318296658
ry | 2 | -0.00525387585863934
ry | 3 | 0.00668095316938634
ry | 4 | 0.00593925711582540
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0513705296915907
ry | 1 | -0.0139213842182944
ry | 2 | 0.00944065870724218
ry | 3 | -0.000611761764701689
ry | 4 | -0.00663089742824207
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0180815515346341
ry | 1 | 0.0164285242724292
ry | 2 | 0.0126570530339995
ry | 3 | -0.00674110126347348
ry | 4 | 0.00577035513421922
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0366461382982717
ry | 1 | 0.00316083312910964
ry | 2 | 0.0173131523937066
ry | 3 | -0.000698242000251249
ry | 4 | -0.00341586664380381
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0166012563517146
ry | 1 | 0.0345743929355687
ry | 2 | 0.0264581399463980
ry | 3 | 0.00107703826045161
ry | 4 | 0.00387221389082814
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.000441952951590586
ry | 1 | 0.0378445302780439
ry | 2 | 0.0349278929107361
ry | 3 | 0.00715937283971325
ry | 4 | -0.00883255707278428
