ry | 0 | -0.675461312520432
ry | 1 | 0.237155409920032
ry | 2 | -0.0287263979512896
ry | 3 | 0.0200339629262267
ry | 4 | -0.731885800676754
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.141227055414030
ry | 1 | 0.0547485059577299
ry | 2 | -0.0111124192517600
ry | 3 | -0.0489390575754853
ry | 4 | -0.00837197972313186
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.661006144297186
ry | 1 | 0.910396373277786
ry | 2 | -1.53488092754354
ry | 3 | -1.53116912166032
ry | 4 | 0.865683065250999
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.933552500700816
ry | 1 | 0.0542455588809864
ry | 2 | 0.330707040735279
ry | 3 | 0.265825590850696
ry | 4 | -0.319440864872706
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.111450824322443
ry | 1 | 0.0711733285261753
ry | 2 | 2.28661911744985
ry | 3 | 2.06018665000571
ry | 4 | 0.419050430496561
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0744299845350694
ry | 1 | -0.742949436571032
ry | 2 | 0.00352864015392846
ry | 3 | -0.299625285882991
ry | 4 | -0.130472483085396
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0804853181282833
ry | 1 | 0.168054796213545
ry | 2 | -0.339153867562192
ry | 3 | -0.564051441322813
ry | 4 | 0.0253219864554224
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.60083121555057
ry | 1 | 0.333078196876305
ry | 2 | -0.0748947245958251
ry | 3 | 0.213340563791742
ry | 4 | 0.0957171280399696
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.109504932818118
ry | 1 | -0.520182771595476
ry | 2 | -0.0916049787858969
ry | 3 | 0.0426035242714621
ry | 4 | -0.515084372757001
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0638349393131873
ry | 1 | 0.0226307966787099
ry | 2 | -0.0395412262657125
ry | 3 | -0.00171646095819076
ry | 4 | -0.0194768942959407
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0186095232914341
ry | 1 | -0.0314996538958965
ry | 2 | 0.0213494977852254
ry | 3 | -0.00359637304326741
ry | 4 | -0.0197529989490279
