ry | 0 | 1.68619848256042
ry | 1 | -0.517367256352791
ry | 2 | 0.0102005139256749
ry | 3 | -0.420260123882847
ry | 4 | -0.318957513961668
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0731938728118025
ry | 1 | -0.00981547452691401
ry | 2 | -0.132476374340990
ry | 3 | -0.122509071597830
ry | 4 | -0.919826439597693
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.165407136455826
ry | 1 | 0.340171135845751
ry | 2 | 0.138898437722477
ry | 3 | -0.953513765539031
ry | 4 | 0.513015931530451
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.601097764187904
ry | 1 | -0.484015481586824
ry | 2 | -0.303849407549330
ry | 3 | 0.143802551965458
ry | 4 | 0.173479233003064
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.116128412783275
ry | 1 | -1.03699298456129
ry | 2 | 0.161237150914505
ry | 3 | 2.03990648733668
ry | 4 | -1.08564573625444
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.639436478952942
ry | 1 | 1.32309267883957
ry | 2 | -0.0591886110678526
ry | 3 | 1.20993505202051
ry | 4 | 1.30513995410950
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.374850317938632
ry | 1 | -0.190977967927230
ry | 2 | 0.269046476325538
ry | 3 | -0.569559966500072
ry | 4 | 0.451693709514423
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.247741827398360
ry | 1 | 0.146933290993887
ry | 2 | -0.0311432796941910
ry | 3 | -0.0751644278086407
ry | 4 | -0.126831488709135
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.191376009752198
ry | 1 | 0.0248730259023466
ry | 2 | -0.144448286585279
ry | 3 | 0.227911489785132
ry | 4 | 0.0207097891886898
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0588506315536691
ry | 1 | -0.170725953770412
ry | 2 | -0.0116045242413519
ry | 3 | -0.166713624781696
ry | 4 | -0.508357879705865
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.102705066186488
ry | 1 | -0.273576223327011
ry | 2 | 0.0102156473527378
ry | 3 | 0.166297658579408
ry | 4 | 0.0518710381510988
