ry | 0 | 0.0407071564279714
ry | 1 | 0.169345685324859
ry | 2 | -2.46948962553265
ry | 3 | 0.156513293986485
ry | 4 | 0.739878723632868
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0892380163409780
ry | 1 | 0.489815152686208
ry | 2 | -0.212801998336943
ry | 3 | 0.338730814549105
ry | 4 | 0.562251563163574
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.43131667091402
ry | 1 | 0.817265733487133
ry | 2 | -2.47096985032892
ry | 3 | 1.48361949118586
ry | 4 | -2.06948084801936
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.686894616526969
ry | 1 | 1.66718640395873
ry | 2 | 1.54901902677123
ry | 3 | -1.44752495442767
ry | 4 | 0.769735126753443
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -2.42030475096682
ry | 1 | -3.09122125863494
ry | 2 | 0.666239833111190
ry | 3 | 0.0513303831899564
ry | 4 | 2.38206284190252
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.978347900803966
ry | 1 | 0.417745308940217
ry | 2 | -0.0833452398201678
ry | 3 | 0.169840931264477
ry | 4 | 0.0714213475668716
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.843573841644101
ry | 1 | 1.03547271308303
ry | 2 | -0.136135195810733
ry | 3 | -0.237934071149498
ry | 4 | -0.266205246739313
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.349737062111909
ry | 1 | -0.345901361857849
ry | 2 | 0.193480869153664
ry | 3 | -0.163541448178490
ry | 4 | -0.300765323823701
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.112237811621703
ry | 1 | 0.139138526110269
ry | 2 | -0.134618846123315
ry | 3 | 0.246416014151909
ry | 4 | 0.227367686542904
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0545560021495895
ry | 1 | 0.367525170027479
ry | 2 | -0.268169188808167
ry | 3 | 0.192139167306172
ry | 4 | 0.293510651276100
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.199711781166872
ry | 1 | 0.0849052373480453
ry | 2 | -0.0640215769237560
ry | 3 | -0.206400822639489
ry | 4 | -0.00885990333651998
