ry | 0 | -1.14351691472732
ry | 1 | 0.00238367208173990
ry | 2 | 0.0491297282395766
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.00355998289636396
ry | 1 | -0.000839149018561691
ry | 2 | 5.71010506898857e-5
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00225921689149654
ry | 1 | -0.000701096279549640
ry | 2 | 0.000327350639978712
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.000529217932726732
ry | 1 | 0.000869632714161307
ry | 2 | -0.0237708036053420
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.323431076047649
ry | 1 | 0.0311377757823562
ry | 2 | -0.444927073780293
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.130138529036901
ry | 1 | -0.000760137967332371
ry | 2 | -7.43607308282613e-5
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0403510948262678
ry | 1 | -0.200939157749548
ry | 2 | 0.335669711624661
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.136413141598918
ry | 1 | -0.00238555742159055
ry | 2 | 0.0184546402949981
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0865922706117478
ry | 1 | 0.0595244751451216
ry | 2 | 0.0648071326369728
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0904422995314215
ry | 1 | -0.000605623355283613
ry | 2 | -0.000193024011532256
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00251856196786970
ry | 1 | 0.000868605497620154
ry | 2 | -0.000290701983361919
