ry | 0 | -1.76362034992362
ry | 1 | -0.509632938797752
ry | 2 | 1.45404313111457
ry | 3 | -0.117778259479817
ry | 4 | -1.4397642986424
ry | 5 | -0.00680988175554995
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0326687969666156
ry | 1 | 0.144943591761119
ry | 2 | -0.157233738511738
ry | 3 | -0.240978623530669
ry | 4 | -1.46517845054153
ry | 5 | -1.06966404823148
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.23367643978247
ry | 1 | 1.60552859350985
ry | 2 | -0.64832147854292
ry | 3 | -0.296142818997101
ry | 4 | -0.000300721632438605
ry | 5 | -0.0451853339221898
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0241230704386267
ry | 1 | 2.80684433732672
ry | 2 | 1.76920294152849
ry | 3 | -1.98127766894502
ry | 4 | -0.333672439658662
ry | 5 | 0.269260791330788
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.493369011968846
ry | 1 | -0.416759652129216
ry | 2 | -2.10153645012148
ry | 3 | 0.0521220466285064
ry | 4 | 0.191312366224146
ry | 5 | 0.0614562930294246
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.30727960036754
ry | 1 | 0.973068922546619
ry | 2 | 0.343446069064699
ry | 3 | -0.368395362901647
ry | 4 | -1.68926018931364
ry | 5 | 1.70422374572376
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.310182724433598
ry | 1 | 1.53605718545969
ry | 2 | 0.505064834138574
ry | 3 | -0.0604452716902155
ry | 4 | 1.57781134332166
ry | 5 | -0.0279213157826965
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.105805981271882
ry | 1 | -0.0790634994441992
ry | 2 | -0.0191544655604395
ry | 3 | 0.00428437898793026
ry | 4 | -0.0668403200127916
ry | 5 | 0.017365749094501
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00852378780648381
ry | 1 | 0.0281024522793997
ry | 2 | 0.0991306522458802
ry | 3 | 0.0397581940734343
ry | 4 | 0.00512566596904486
ry | 5 | -0.0253333339495305
