ry | 0 | 1.79130365373796
ry | 1 | -2.14353305682073
ry | 2 | -0.429099515607676
ry | 3 | 2.05618772253043
ry | 4 | 0.0694635787757587
ry | 5 | -0.0369439896461615
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.384206455200259
ry | 1 | 1.00463550153627
ry | 2 | 0.0557884083104326
ry | 3 | -0.104430502982204
ry | 4 | 2.54341216985394
ry | 5 | -3.4893793741499
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.782744519213162
ry | 1 | 0.746896658394505
ry | 2 | 0.78590867393786
ry | 3 | -1.31036762601287
ry | 4 | 4.85328350729154
ry | 5 | -0.387812517764167
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.62021260435728
ry | 1 | -0.632164330481891
ry | 2 | -2.08774896512548
ry | 3 | -0.989640712398193
ry | 4 | 0.0111313130886916
ry | 5 | -1.67498103263425
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.87368421168186
ry | 1 | 0.576308831133478
ry | 2 | -1.16065511023927
ry | 3 | 2.67554349687748
ry | 4 | -0.0880984853952094
ry | 5 | 0.440727306860745
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.216089351080251
ry | 1 | -0.0848483096103419
ry | 2 | 0.248882660325529
ry | 3 | 1.75214508874039
ry | 4 | 0.156925890115694
ry | 5 | 0.958062382992552
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0608914685600855
ry | 1 | 0.128021293074779
ry | 2 | 0.388755961407993
ry | 3 | 0.114344276515046
ry | 4 | -1.21582334997602
ry | 5 | -0.469158364559541
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.473605107148459
ry | 1 | -0.646480873151231
ry | 2 | 0.450140590235696
ry | 3 | -0.0744818734096681
ry | 4 | 0.30342230528146
ry | 5 | -0.12582766972487
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.700895659879641
ry | 1 | -0.225737869904343
ry | 2 | -0.155309641167058
ry | 3 | -0.271186622519274
ry | 4 | -0.00459632556862269
ry | 5 | 0.369918303504721
