ry | 0 | 0.912919947676674
ry | 1 | -4.12896431289173
ry | 2 | 1.9316063426108
ry | 3 | -1.1981020605563
ry | 4 | -0.724031046679624
ry | 5 | 0.204453676850031
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.104864192282207
ry | 1 | -0.582317030862649
ry | 2 | 0.539354034568721
ry | 3 | -0.519858437307929
ry | 4 | 0.240161949962196
ry | 5 | 0.727284298105206
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.713502905708231
ry | 1 | 1.15840092874163
ry | 2 | -1.64034111647068
ry | 3 | -0.430703838956212
ry | 4 | -0.96752621670223
ry | 5 | 1.65465113704193
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.34303152137287
ry | 1 | -0.180469721530329
ry | 2 | -0.944631784056271
ry | 3 | 2.42872592497762
ry | 4 | -0.446429169738967
ry | 5 | 0.503072191387257
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.86542838775116
ry | 1 | -0.633067564034012
ry | 2 | 0.815213041247199
ry | 3 | 0.888746777295727
ry | 4 | -0.672626437502334
ry | 5 | 1.51485805933114
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.682950515154966
ry | 1 | -0.175292769520079
ry | 2 | -1.28109608617504
ry | 3 | 0.506004821723476
ry | 4 | 0.54068664311441
ry | 5 | -0.85400262054162
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.25665087412251
ry | 1 | -0.338353183362701
ry | 2 | -0.490266609937213
ry | 3 | 0.369861452297441
ry | 4 | -0.638932600080535
ry | 5 | -0.777930651498604
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0872775757919743
ry | 1 | 0.21808470830892
ry | 2 | -0.186409739991798
ry | 3 | -0.0876342863099498
ry | 4 | -0.0454997614002855
ry | 5 | 0.0595533595694897
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0860342707527038
ry | 1 | 0.000583110710739441
ry | 2 | 0.120538059268749
ry | 3 | -0.140207063346116
ry | 4 | -0.00944483498525497
ry | 5 | 0.118240986071236
