ry | 0 | -1.13885128040408
ry | 1 | 0.00587842291833542
ry | 2 | 0.0502070808453405
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0940778236191239
ry | 1 | 0.00632666492924407
ry | 2 | -4.96908911462948e-06
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00433683509472583
ry | 1 | -0.000111339928744242
ry | 2 | 0.00140194220639672
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.00134788898341759
ry | 1 | 0.0090207021300389
ry | 2 | -0.0342652243385033
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.323417571272176
ry | 1 | 0.0308418257648909
ry | 2 | -0.441332244919056
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.129638561291547
ry | 1 | -0.0137432891279339
ry | 2 | 0.0130519751087074
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0335027754633907
ry | 1 | -0.198665983981946
ry | 2 | 0.338845753266286
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.143691608936213
ry | 1 | 0.00134391557424248
ry | 2 | 0.0142229432994297
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0871151079809429
ry | 1 | 0.0595047920613578
ry | 2 | 0.0658953375403281
