ry | 0 | 1.44797737113045
ry | 1 | 0.640597978623897
ry | 2 | 0.297465192598292
ry | 3 | 1.45017804339589
ry | 4 | -0.429919784529726
ry | 5 | 0.398622218491862
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.180235960531051
ry | 1 | 0.766762782608126
ry | 2 | -0.39169301621434
ry | 3 | 0.557686068553197
ry | 4 | 0.909451123283805
ry | 5 | 0.436968008643918
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -2.4980897854151
ry | 1 | 0.462242389403928
ry | 2 | 0.647993952305139
ry | 3 | -0.777543733838059
ry | 4 | -1.08245904688727
ry | 5 | -3.92241205741999
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -2.37718341972447
ry | 1 | 2.63702953523628
ry | 2 | 1.78769705639458
ry | 3 | 0.113085721066436
ry | 4 | -1.5124091869524
ry | 5 | 2.24052838850595
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.860760156124898
ry | 1 | 2.13725619717808
ry | 2 | 2.18336643053221
ry | 3 | 2.06907100476222
ry | 4 | -1.62674753583627
ry | 5 | -0.226833989041017
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.60052248403063
ry | 1 | 2.18619114011552
ry | 2 | 0.0743516369082559
ry | 3 | 0.12311139225052
ry | 4 | -1.33647179548449
ry | 5 | 0.0558665492807914
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.468360693222869
ry | 1 | 1.19801628705859
ry | 2 | -0.662238160235555
ry | 3 | -0.713218237329966
ry | 4 | -0.0752463787737523
ry | 5 | 0.489087254737174
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0945227164201237
ry | 1 | 0.0715489219815118
ry | 2 | 0.0886715946202904
ry | 3 | 0.0393155473011722
ry | 4 | 0.338403015950192
ry | 5 | -0.0500711507419998
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0373118324744421
ry | 1 | 0.214986064039859
ry | 2 | -0.347700336981518
ry | 3 | 0.141161113863035
ry | 4 | 0.107899536313345
ry | 5 | -0.247355731742561
