ry | 0 | 0.649738287397133
ry | 1 | -2.81116541142127
ry | 2 | -0.158034097217406
ry | 3 | 3.15679920082982
ry | 4 | 0.650610548382141
ry | 5 | -0.204709478299134
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.140238890360371
ry | 1 | 0.4077987024484
ry | 2 | -0.471841407646704
ry | 3 | 0.168050756366801
ry | 4 | -0.931745111581141
ry | 5 | 0.0843270084082721
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.59587408892705
ry | 1 | 0.86238180183336
ry | 2 | 2.05986830145939
ry | 3 | 2.26581548416154
ry | 4 | 0.886800988835431
ry | 5 | 0.169002831812187
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.448734460946484
ry | 1 | -0.553935572900718
ry | 2 | 1.92507510236854
ry | 3 | 4.47946813081474
ry | 4 | -0.715742360354147
ry | 5 | -2.30672889173956
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.621632011221289
ry | 1 | -2.0849885296185
ry | 2 | -0.335322616466526
ry | 3 | 1.0127710420707
ry | 4 | -1.59152117273876
ry | 5 | -0.475640544450069
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.100990078793842
ry | 1 | -1.14303069740276
ry | 2 | -3.24130138195719
ry | 3 | 0.239132639419835
ry | 4 | 2.3741213571013
ry | 5 | 0.476523101434182
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0219286407614871
ry | 1 | -2.07473235961342
ry | 2 | -0.71617039250004
ry | 3 | -1.40268057638242
ry | 4 | 0.237207130501823
ry | 5 | -0.265282041143993
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.059545878218359
ry | 1 | 0.0697882597313426
ry | 2 | 0.116014033859901
ry | 3 | -0.0106761002153514
ry | 4 | -0.00284529242999464
ry | 5 | -0.0311763881793037
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.00706351231846783
ry | 1 | 0.045910211890456
ry | 2 | -0.0230049623301361
ry | 3 | -0.0524257826975028
ry | 4 | -0.0196713277563556
ry | 5 | -0.0104097180427911
