ry | 0 | 1.77238727196031
ry | 1 | -0.722659645494759
ry | 2 | -0.646689352882377
ry | 3 | 0.866382683179241
ry | 4 | 1.41482238488365
ry | 5 | -0.0303160398968117
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.18157710621708
ry | 1 | -0.107052569662715
ry | 2 | -0.270188076204918
ry | 3 | 0.549481444199912
ry | 4 | 2.02467909141287
ry | 5 | -0.488996154368557
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.54937837939198
ry | 1 | -0.889008906723226
ry | 2 | 2.42020418317392
ry | 3 | 1.48934922947312
ry | 4 | -1.58823575203143
ry | 5 | 1.15771958526181
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.365396166870866
ry | 1 | 2.72371854294892
ry | 2 | -0.212187276848297
ry | 3 | 1.82624157529976
ry | 4 | -4.75277315765212
ry | 5 | 0.178227483333222
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.99212991455015
ry | 1 | -0.0965400060601522
ry | 2 | -0.597579029181321
ry | 3 | -0.637075690339602
ry | 4 | -2.20659592204215
ry | 5 | 0.214396711439654
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.645579902147808
ry | 1 | 2.29401920347602
ry | 2 | 2.67373399768573
ry | 3 | 2.56286292175622
ry | 4 | 3.54000403211576
ry | 5 | 2.28607140495272
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.289309441716858
ry | 1 | 0.0742169702435044
ry | 2 | 0.361548148159495
ry | 3 | 0.940513636217051
ry | 4 | -0.0623529005074631
ry | 5 | -0.843836273345396
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.120252428221388
ry | 1 | -0.450737256329054
ry | 2 | -0.00410396346482501
ry | 3 | -0.10029492413624
ry | 4 | 0.410949519105258
ry | 5 | -0.116151470277431
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0260063330853252
ry | 1 | -0.0111113971818294
ry | 2 | 0.0815752758882264
ry | 3 | 0.0480193773223573
ry | 4 | -0.0235743457782898
ry | 5 | -0.212239221330507
