ry | 0 | 1.0787306411748
ry | 1 | -0.387794227920581
ry | 2 | -2.64662321790037
ry | 3 | -1.2093756988523
ry | 4 | -0.437715269494398
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.153819266355791
ry | 1 | 0.246190993867822
ry | 2 | 0.188947797077936
ry | 3 | 0.469433136801532
ry | 4 | 0.210960252600568
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.279326557190393
ry | 1 | -0.205569691183228
ry | 2 | -1.56578518403679
ry | 3 | -0.405537014542237
ry | 4 | 0.0889276045269619
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.578739274669272
ry | 1 | -1.08604950639914
ry | 2 | -0.278127461361641
ry | 3 | 0.517677870920677
ry | 4 | -0.0205889433484664
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.359366863324588
ry | 1 | 1.00741045600748
ry | 2 | -2.73198082959855
ry | 3 | 1.22139232746838
ry | 4 | -0.0775585282751967
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.456299292528509
ry | 1 | -0.273801768796436
ry | 2 | -0.191021963019375
ry | 3 | -0.0861595995366366
ry | 4 | -0.305025195990564
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 4.41038469382459
ry | 1 | -1.30233352037392
ry | 2 | 0.762596680485116
ry | 3 | 0.32553404148729
ry | 4 | 0.577546642317515
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.476607954817232
ry | 1 | -0.00805227646594748
ry | 2 | 0.0442272913733588
ry | 3 | 0.338258096057172
ry | 4 | 0.0698265825769479
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.116310135637983
ry | 1 | 0.018472287669032
ry | 2 | -0.0288000603372405
ry | 3 | -0.0196167123077477
ry | 4 | -0.0116669371652643
