ry | 0 | 0.568651482398242
ry | 1 | 0.826896911194857
ry | 2 | 0.68174732116208
ry | 3 | 0.490507805154002
ry | 4 | -0.00298061303534169
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0296716953083224
ry | 1 | 0.0942422166006758
ry | 2 | -0.120631527948747
ry | 3 | -0.0167484943766652
ry | 4 | -0.0443449568915459
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.52181449502681
ry | 1 | -1.22005962412069
ry | 2 | 1.28470257115914
ry | 3 | -2.2612760780618
ry | 4 | 0.776976771782615
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.182999718402969
ry | 1 | 0.720856465735798
ry | 2 | -3.58634851921986
ry | 3 | 0.0284359840825647
ry | 4 | 1.33792612277492
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.186103567581969
ry | 1 | -0.22214719382932
ry | 2 | 0.912222796068001
ry | 3 | 0.446895415265295
ry | 4 | -1.20753575169923
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.349649488507194
ry | 1 | -0.333666612890234
ry | 2 | -0.459754868829408
ry | 3 | -0.471779861448994
ry | 4 | 0.267227691526128
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.354814168646617
ry | 1 | -0.0114783465195099
ry | 2 | -0.330665564675754
ry | 3 | 0.350873610093352
ry | 4 | -0.485419004770815
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0587454333964682
ry | 1 | -0.117549803562584
ry | 2 | -0.0324777944340155
ry | 3 | -0.327498252636696
ry | 4 | -0.0726658616471553
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0142050971223465
ry | 1 | -0.0109855345862551
ry | 2 | -0.00736820366144336
ry | 3 | -0.00948159302705879
ry | 4 | 0.0208843182053444
