ry | 0 | -1.14096713628348
ry | 1 | 0.00603320763787188
ry | 2 | 0.0500723139829284
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0938136045653058
ry | 1 | 0.00451444525242332
ry | 2 | -8.23626693014257e-05
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00429276302145016
ry | 1 | -0.000141872871506319
ry | 2 | 0.00145908723376711
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.00121198956606271
ry | 1 | 0.00750823129434868
ry | 2 | -0.0319758224592207
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.32506681960536
ry | 1 | 0.0317397171890175
ry | 2 | -0.442853762886919
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.130592477087818
ry | 1 | -0.0106438379454749
ry | 2 | 0.010641514475797
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0334626341944883
ry | 1 | -0.198391560899713
ry | 2 | 0.33909453141718
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.142954461914307
ry | 1 | 0.00045966760946441
ry | 2 | 0.0155477367469606
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0869087256819
ry | 1 | 0.0593050801921876
ry | 2 | 0.0659377492117295
