ry | 0 | 4.35549975256144
ry | 1 | -0.859924855574825
ry | 2 | -2.12814386625218
ry | 3 | -1.46776091562926
ry | 4 | -0.89268730991974
ry | 5 | 0.211262131786063
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.246826868737441
ry | 1 | -0.878070175342069
ry | 2 | -0.398464646476726
ry | 3 | -1.20254842670382
ry | 4 | -2.13658936221899
ry | 5 | 1.02088345013618
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.36014723567623
ry | 1 | -1.3874267863886
ry | 2 | -0.223717647962778
ry | 3 | 0.733959049139054
ry | 4 | 3.77201100775542
ry | 5 | 3.1807749926993
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.474043836063416
ry | 1 | 0.828128921933526
ry | 2 | -1.16491681987069
ry | 3 | 4.49539303697214
ry | 4 | 2.53393705197492
ry | 5 | -2.21898776954609
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.82507703238614
ry | 1 | -1.68466326865091
ry | 2 | -0.401598441548802
ry | 3 | 1.21316243573621
ry | 4 | 0.128364293499191
ry | 5 | 0.710840591883019
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.61378695736967
ry | 1 | -1.40812025005056
ry | 2 | 1.44329677666682
ry | 3 | 1.12354315354008
ry | 4 | 1.33608150374346
ry | 5 | 1.18052257396793
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.72163797887596
ry | 1 | -0.334484106870692
ry | 2 | -0.555994905146602
ry | 3 | 0.169918844610809
ry | 4 | 1.89065493279396
ry | 5 | -0.683110477465318
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0636676461805778
ry | 1 | -0.0494702350505164
ry | 2 | -0.407705227675456
ry | 3 | -0.297688236363929
ry | 4 | -0.655935221812742
ry | 5 | -0.142162973186163
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.107730115687959
ry | 1 | 0.190178753652462
ry | 2 | -0.164354080806145
ry | 3 | 0.048807350210053
ry | 4 | -0.341092848147251
ry | 5 | 0.641175821234368
