ry | 0 | -0.456042509339384
ry | 1 | -2.61713620751635
ry | 2 | 2.54363559669954
ry | 3 | -0.0453775784488862
ry | 4 | 0.559674147214956
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.181783645616259
ry | 1 | -0.318859156325237
ry | 2 | -0.185199417570596
ry | 3 | -0.0508881451296116
ry | 4 | 0.411911699297656
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.27783600336082
ry | 1 | 1.320648438909
ry | 2 | 0.0200292888003075
ry | 3 | -1.40458419275442
ry | 4 | 1.77473491173127
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.05112927402682
ry | 1 | 0.973952825823776
ry | 2 | -4.19097068116087
ry | 3 | 1.71812378537055
ry | 4 | -1.55589390870389
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.86161836672287
ry | 1 | 1.41022169962434
ry | 2 | -0.454169008909583
ry | 3 | -0.885744719723731
ry | 4 | -0.155001852661648
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0489948399975383
ry | 1 | -0.356620823801303
ry | 2 | -0.040780477540786
ry | 3 | -0.385476276873781
ry | 4 | -0.370659929445779
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.45539372160157
ry | 1 | -0.392344858568182
ry | 2 | -0.0742380239898619
ry | 3 | -0.205238348933542
ry | 4 | -0.274353239684597
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.173485848034286
ry | 1 | 0.103678042546166
ry | 2 | -0.05680222482621
ry | 3 | -0.24198941260237
ry | 4 | -0.0918037772618722
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0331691324592018
ry | 1 | -0.0775153737869101
ry | 2 | -0.00766766411013589
ry | 3 | -0.0380114413112807
ry | 4 | 0.0503333622770689
