ry | 0 | 2.13677439722723
ry | 1 | -0.844208503001938
ry | 2 | 0.553403778117992
ry | 3 | 0.476489790970063
ry | 4 | 1.04279408517971
ry | 5 | -0.746598658630306
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.285760261803902
ry | 1 | -0.866886491691668
ry | 2 | 0.167101936947031
ry | 3 | -0.619393116606475
ry | 4 | -0.582773572271033
ry | 5 | -0.146861843717781
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.544640436874185
ry | 1 | 0.838478458221336
ry | 2 | 0.0888967885121017
ry | 3 | -1.55725098076297
ry | 4 | -1.11282178372451
ry | 5 | 3.35330145986875
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 2.16116616981414
ry | 1 | 0.69468558258637
ry | 2 | 0.654155631405938
ry | 3 | 0.884483397163246
ry | 4 | -1.06417305922165
ry | 5 | 0.188320280541318
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.52691768282559
ry | 1 | 0.82591702901848
ry | 2 | -0.212376997822453
ry | 3 | 0.390784129010344
ry | 4 | -1.49706663861069
ry | 5 | -1.68336550351523
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.208032649246396
ry | 1 | -0.375203021909549
ry | 2 | 0.166098813057749
ry | 3 | -0.180596550470439
ry | 4 | 0.104374563672826
ry | 5 | 0.0351260765804924
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.20814697144695
ry | 1 | -0.880394457003925
ry | 2 | -0.534608752203716
ry | 3 | 0.0028870708822849
ry | 4 | 0.840606031633674
ry | 5 | -0.0782023486838509
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.583225355764997
ry | 1 | -0.0110592186315565
ry | 2 | -0.679469877812335
ry | 3 | 0.041564473737097
ry | 4 | -0.451402227098801
ry | 5 | -0.0608212553625964
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0689101158089306
ry | 1 | -0.0467042348909372
ry | 2 | -0.0879484838988296
ry | 3 | 0.671491282010351
ry | 4 | 0.128333241364599
ry | 5 | -0.397438355227987
