ry | 0 | -1.6557907817161
ry | 1 | -0.734012398381186
ry | 2 | 0.871977354039395
ry | 3 | -0.294860839224714
ry | 4 | 0.209679162600794
ry | 5 | -0.0257120947547635
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0953065201074122
ry | 1 | -0.213474766743439
ry | 2 | 0.142738243253911
ry | 3 | 0.0118437610812483
ry | 4 | -1.59946304163064
ry | 5 | 0.0404075634913723
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.42611777935404
ry | 1 | 0.297191478987042
ry | 2 | -0.793404912499587
ry | 3 | 1.02151579933769
ry | 4 | -0.363054855228161
ry | 5 | -0.851727749136448
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.351426139147323
ry | 1 | -0.340494076564333
ry | 2 | 0.118454204571352
ry | 3 | 0.0768701952808777
ry | 4 | -0.15018858338555
ry | 5 | 0.0533636108512026
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.1593377294093
ry | 1 | 0.819507392098538
ry | 2 | 0.19078397403236
ry | 3 | -0.870543118366992
ry | 4 | 0.147958791114748
ry | 5 | 0.690517594899872
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.705481404194323
ry | 1 | 0.296724546930424
ry | 2 | 0.0422299824117146
ry | 3 | 0.00606638852153449
ry | 4 | -0.102519676552673
ry | 5 | 0.0272352425628368
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.115837016453637
ry | 1 | -0.269123908113763
ry | 2 | -0.437744778842346
ry | 3 | 0.24868004217984
ry | 4 | 0.0518496620948537
ry | 5 | 0.109956748489246
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.08311964289981
ry | 1 | -0.0649718393012668
ry | 2 | 0.0136673900027277
ry | 3 | -0.00918504096885162
ry | 4 | -0.00515813559950116
ry | 5 | 0.00392145834636322
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0431701299700583
ry | 1 | -0.0837883295768773
ry | 2 | 0.0258916344404633
ry | 3 | -0.0197513621041146
ry | 4 | -0.00488412465597988
ry | 5 | 0.00656675326558354
