x | 0 | 
x | 2 | 
ry | 0 | -0.0681519618981916
ry | 1 | 1.56133923660207
ry | 2 | 1.56948092897474
ry | 3 | -0.00612828945427112
ry | 4 | 0.321423938047686
ry | 5 | -4.04961326114610
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.00684099069973223
ry | 1 | -4.29732579149983e-5
ry | 2 | 0.00126972755466569
ry | 3 | -0.790587399657125
ry | 4 | -0.965206321296720
ry | 5 | 0.208448277889307
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.54973576757625
ry | 1 | -1.57072253538677
ry | 2 | -0.162142463929833
ry | 3 | 0.125829176681468
ry | 4 | -0.124499929414547
ry | 5 | -0.232703996114096
