x | 2 | 
ry | 0 | -1.56502116851932
ry | 1 | 1.50101326924838
ry | 2 | 3.12410759039895
ry | 3 | -3.14216252917465
ry | 4 | -0.000383819957517341
ry | 5 | 0.156300025685563
ry | 6 | 3.54903160905455
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 1.57103525530428
ry | 1 | 4.63956443836866
ry | 2 | -4.71284733461444
ry | 3 | -7.85391396225056
ry | 4 | -3.09875441187504
ry | 5 | -1.57080559661976
ry | 6 | 0.0759252667712226
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -3.07207004937283
ry | 1 | -1.58840784132271
ry | 2 | -7.85397753057844
ry | 3 | 1.57079643743530
ry | 4 | 0.00975938360283303
ry | 5 | 0.409811668193895
ry | 6 | -1.56547402783819
