x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | -2.00670058027442e-7
ry | 1 | -0.00552020264039235
ry | 2 | -3.13901169072079
ry | 3 | 0.00973096540926864
ry | 4 | -1.45809111037071
ry | 5 | 3.14159193439378
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.000572985417204632
ry | 1 | -0.0336150509267479
ry | 2 | 3.14159265358979
ry | 3 | 2.91943685559256e-7
ry | 4 | -4.43360428978483e-7
ry | 5 | -0.000571657696527571
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0280074532311907
ry | 1 | 1.60102604123309
ry | 2 | 0.000980814216033787
ry | 3 | -0.00123508355517585
ry | 4 | 0.000228251051372720
ry | 5 | -6.08135488647603e-5
