x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | 3.14396807592902
ry | 1 | 10.9145767529216
ry | 2 | 0.0994895899199420
ry | 3 | 0.984818713569668
ry | 4 | 1.23196307233128
ry | 5 | -1.57109130958824
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.56804874598872
ry | 1 | 1.57120276575644
ry | 2 | -1.57364353655692
ry | 3 | 0.00196420045426459
ry | 4 | 0.000810721907446890
ry | 5 | -5.61327956094082e-5
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.294181884974136
ry | 1 | -1.28810403720823
ry | 2 | -0.617117997664043
ry | 3 | -1.16380960736043
ry | 4 | -1.57079717024512
ry | 5 | 1.57101414453420
