x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | -4.44463054301293e-7
ry | 1 | -0.0235443629556934
ry | 2 | -0.477281531914291
ry | 3 | 0.00322211649883311
ry | 4 | -1.49880923500878
ry | 5 | 3.14159204079773
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.18988228645319e-6
ry | 1 | 0.0445964398171309
ry | 2 | 0.652083722224399
ry | 3 | -1.03344793948320e-6
ry | 4 | -5.51811117871903e-7
ry | 5 | -9.83889909735955e-7
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0280912697260241
ry | 1 | 0.512256626420785
ry | 2 | -2.86443717053470e-5
ry | 3 | 0.000486421673948954
ry | 4 | 0.000336934869196801
ry | 5 | 4.06996099834392e-5
