ry | 0 | 0.251099553354819
ry | 1 | 1.21609266637233
ry | 2 | -0.615721638161212
ry | 3 | 0.0337705781580801
ry | 4 | 0.0740353860621996
ry | 5 | 0.333324967550384
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.112335225284692
ry | 1 | 0.0819863770507876
ry | 2 | -0.0314398040911840
ry | 3 | -0.0953050306006769
ry | 4 | -0.000446311893078529
ry | 5 | 0.0230744071918378
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.52951977236513
ry | 1 | -1.29483233244180
ry | 2 | 1.57951559840387
ry | 3 | 0.0298529459352305
ry | 4 | 1.12806190329978
ry | 5 | 1.03573789519360
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.271984749309571
ry | 1 | 0.533886758719476
ry | 2 | 0.0353341333092782
ry | 3 | -0.0390917574571398
ry | 4 | -0.0723556915312745
ry | 5 | -0.0159672904596253
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0748409229292461
ry | 1 | 1.51918353931314
ry | 2 | -0.568198304449218
ry | 3 | -0.00255374331780200
ry | 4 | -1.11277536439934
ry | 5 | -0.717417636012139
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.720445905805682
ry | 1 | -0.305235078676360
ry | 2 | -0.0569623856297578
ry | 3 | 0.0764387652689417
ry | 4 | 0.00333730566164221
ry | 5 | 0.0296065646120186
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.586022673692870
ry | 1 | -1.31228686626668
ry | 2 | -0.857701361177867
ry | 3 | -0.299625216500883
ry | 4 | -0.0557752862301477
ry | 5 | -0.685587553384194
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0977276727687691
ry | 1 | -0.130017448657627
ry | 2 | -0.0720823605867461
ry | 3 | -0.0349542971771734
ry | 4 | 0.00211336978385830
ry | 5 | 0.0322412753058073
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.167623247659458
ry | 1 | -0.232670899669539
ry | 2 | 0.299023802486237
ry | 3 | 0.232000591798664
ry | 4 | -0.0596269009674127
ry | 5 | 0.0399457210927447
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.125229403143842
ry | 1 | 0.0727433439620320
ry | 2 | 0.0703642716969926
ry | 3 | 0.0621569935816310
ry | 4 | 0.00118694237192696
ry | 5 | -0.0411567240842989
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.153666264234187
ry | 1 | 0.00534479769315919
ry | 2 | -0.0269201311947792
ry | 3 | -0.00132680989645648
ry | 4 | 0.0554068610120086
ry | 5 | -0.000718411850662752
