ry | 0 | -0.390310735509013
ry | 1 | 0.771662661751833
ry | 2 | -0.770998265480995
ry | 3 | -0.544539179410161
ry | 4 | 0.0371440914148598
ry | 5 | -0.0264623520784961
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.229287801421844
ry | 1 | -0.272475872650616
ry | 2 | -0.596034013401662
ry | 3 | 0.602957095442427
ry | 4 | 0.000343211650156976
ry | 5 | -0.00112460272825455
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.654123658404084
ry | 1 | -1.92302415218017
ry | 2 | 0.261379990590739
ry | 3 | 0.105084750468151
ry | 4 | -0.561762428756485
ry | 5 | -1.56814667842746
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.74157991035617
ry | 1 | 0.905072724481801
ry | 2 | -0.361160150833454
ry | 3 | 0.0993955308427037
ry | 4 | -0.197712272970191
ry | 5 | -0.00424295698036871
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.467744687540477
ry | 1 | 1.00356661679160
ry | 2 | 0.865832164811623
ry | 3 | 0.444922776683750
ry | 4 | 0.307566714727368
ry | 5 | 1.34358824986320
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.541226380080401
ry | 1 | -0.752325547427259
ry | 2 | -0.163114176939673
ry | 3 | 0.105865200809829
ry | 4 | -0.0106564836778264
ry | 5 | 0.0118726611484724
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.114258311641140
ry | 1 | -0.161068063404978
ry | 2 | -0.844267821507185
ry | 3 | 0.989950109369268
ry | 4 | 0.953372786894923
ry | 5 | 0.182980076192333
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.134268707516464
ry | 1 | 0.0976555508795265
ry | 2 | 0.468024808266630
ry | 3 | 0.460661220247330
ry | 4 | -0.0195583096782724
ry | 5 | -0.0170514598018148
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.378261692731250
ry | 1 | -0.258563051492667
ry | 2 | 0.561207475801724
ry | 3 | -0.497530118327299
ry | 4 | -0.283187287577630
ry | 5 | 0.0474664582263598
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.707176729223725
ry | 1 | 0.222111566372514
ry | 2 | -0.246114334082572
ry | 3 | -0.0267016716627393
ry | 4 | 0.0179952467123835
ry | 5 | 0.0156140256784538
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.569632541351751
ry | 1 | 0.00513808829086614
ry | 2 | 0.317631733927620
ry | 3 | -0.390273025684737
ry | 4 | -0.191466772073791
ry | 5 | 0.00105001075068035
