ry | 0 | 2.39967562842862
ry | 1 | -0.815506324445089
ry | 2 | -1.15126075840709
ry | 3 | 0.895931260114664
ry | 4 | -0.236750681767595
ry | 5 | 0.208200724778868
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.241352214742087
ry | 1 | 0.283733186527813
ry | 2 | 0.774575938969526
ry | 3 | -0.111162777827202
ry | 4 | -5.58904798694024e-5
ry | 5 | 0.000201467082711001
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.39804260362549
ry | 1 | 1.23516165156299
ry | 2 | 0.182329492052694
ry | 3 | 1.65058352712237
ry | 4 | 1.62832367694915
ry | 5 | 0.909668170572041
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.916022746235607
ry | 1 | -0.545829327659459
ry | 2 | 0.603710737372309
ry | 3 | -0.259455418655977
ry | 4 | 0.00268876345946942
ry | 5 | 0.00126450856973711
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.492099690042446
ry | 1 | 0.362442959596228
ry | 2 | 2.17857356460713
ry | 3 | -1.59522062968251
ry | 4 | -2.33813707770470
ry | 5 | -0.298507960778847
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.565577274038222
ry | 1 | -0.557635000722697
ry | 2 | 0.764616809148024
ry | 3 | -0.621166708595204
ry | 4 | -0.00135682826352780
ry | 5 | 0.000512417072835097
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.422883812097667
ry | 1 | 0.222429021358456
ry | 2 | 0.364543289934743
ry | 3 | -0.204834417838565
ry | 4 | 0.898547735850859
ry | 5 | -0.809309241697453
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0641702510538152
ry | 1 | 0.642365496708544
ry | 2 | -0.489433190684234
ry | 3 | 0.222420179759340
ry | 4 | 0.000231855255699417
ry | 5 | -0.000288296280579999
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0980821865452777
ry | 1 | 0.355050070489442
ry | 2 | -0.0711310694786051
ry | 3 | 0.0514872820006730
ry | 4 | 0.0855717024024942
ry | 5 | 0.0103116045341390
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.368450279350557
ry | 1 | 0.122139280772439
ry | 2 | 0.320568090372818
ry | 3 | 0.0272442726613149
ry | 4 | 0.000289960064594049
ry | 5 | -0.000514253580308541
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.144563580190208
ry | 1 | 0.0277408170382477
ry | 2 | -0.0860059434872211
ry | 3 | -0.0665831086218911
ry | 4 | -0.00239387004606079
ry | 5 | -0.0197080980836904
