ry | 0 | 0.0248323101834181
ry | 1 | -1.94808144697016
ry | 2 | -2.12195425865583
ry | 3 | -0.265193986254170
ry | 4 | 0.327722738722672
ry | 5 | 0.426024402993390
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.499393874694462
ry | 1 | -0.211110702212444
ry | 2 | 0.949179044630123
ry | 3 | -0.423215120340498
ry | 4 | -0.0312993074135253
ry | 5 | 0.0270789255930011
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.02072261365484
ry | 1 | 1.55002472706061
ry | 2 | -0.859614977061154
ry | 3 | 0.145221129984906
ry | 4 | -3.55486976572991
ry | 5 | -1.67213017651881
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.20232332930956
ry | 1 | -0.509122064075564
ry | 2 | 0.0612274397836417
ry | 3 | 0.560849311603103
ry | 4 | 0.0621872789933154
ry | 5 | -0.101721382459843
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.84115457264093
ry | 1 | -1.47905597918471
ry | 2 | 3.11118639254490
ry | 3 | -0.457825609206445
ry | 4 | 0.349970322161232
ry | 5 | 1.64686053852839
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.19820771983654
ry | 1 | 0.116941181959746
ry | 2 | -1.18499423098230
ry | 3 | -0.898730476204806
ry | 4 | 0.0202810746311118
ry | 5 | -0.0964255760370927
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.100094768489331
ry | 1 | 2.02292814077684
ry | 2 | -0.548969962964065
ry | 3 | 0.0556442155156937
ry | 4 | 2.07021924810352
ry | 5 | 0.154853231977614
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.204042660558702
ry | 1 | -0.521629344013519
ry | 2 | 0.492714349305774
ry | 3 | 0.561582857279447
ry | 4 | -0.110835556951396
ry | 5 | 0.129685368051727
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.207818387501812
ry | 1 | -1.61577219327428
ry | 2 | -0.509588758018940
ry | 3 | -0.0304267307060224
ry | 4 | 0.378974598795881
ry | 5 | -0.0718711447501387
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0741644491498441
ry | 1 | 0.227308666517762
ry | 2 | 0.978478582698341
ry | 3 | 0.107518867130684
ry | 4 | -0.0139878180973471
ry | 5 | 0.0286472657977768
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.392540158108661
ry | 1 | 0.370838746406511
ry | 2 | 0.707712954487721
ry | 3 | -0.0282347941894049
ry | 4 | 0.248328483483902
ry | 5 | -0.434935726730741
