ry | 0 | -0.285258743838860
ry | 1 | 0.0110353333849486
ry | 2 | 0.120327198158235
ry | 3 | 0.100301882824373
ry | 4 | 0.0731940827499262
ry | 5 | -0.273794534016458
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.962948266891285
ry | 1 | 0.259930358489970
ry | 2 | 0.532008150058896
ry | 3 | -0.00153552432894528
ry | 4 | 0.264574988178049
ry | 5 | -1.59174952391265
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.759403418744577
ry | 1 | -0.646788993367355
ry | 2 | -1.51462927464303
ry | 3 | 3.06152715098929
ry | 4 | -1.28801176015293
ry | 5 | -1.21340959436243
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.551354082497650
ry | 1 | -0.141463506968875
ry | 2 | 1.53058475302790
ry | 3 | 1.46215011423304
ry | 4 | 1.40103001065067
ry | 5 | -1.74091432336315
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.537266942628407
ry | 1 | 0.213770137271589
ry | 2 | 2.19422941843809
ry | 3 | 0.322153663952404
ry | 4 | -2.01555019526356
ry | 5 | 0.205401824511379
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.526473604732424
ry | 1 | -0.137649554093556
ry | 2 | 0.270807296456764
ry | 3 | -0.210830726295788
ry | 4 | 0.000954765321481695
ry | 5 | -0.00764468519437162
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.755306634049586
ry | 1 | -0.0481047811990096
ry | 2 | 0.722877053710459
ry | 3 | -0.581219389202400
ry | 4 | -0.280931776905270
ry | 5 | -0.0543299973737290
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.354179383921354
ry | 1 | -0.328724355307001
ry | 2 | -0.0243289065875067
ry | 3 | 0.350675920990717
ry | 4 | 0.0155363306332020
ry | 5 | -0.00681878327580840
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0292785148934996
ry | 1 | 0.385088904517736
ry | 2 | -1.46800475822462
ry | 3 | 0.147948058126789
ry | 4 | 0.590731428551883
ry | 5 | -0.0689106319824842
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.413250154748096
ry | 1 | 0.117573085383819
ry | 2 | 0.198425218001356
ry | 3 | 0.195122590989420
ry | 4 | 0.000904192637946697
ry | 5 | 0.0137628259783005
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.143963134792566
ry | 1 | 0.223980400046930
ry | 2 | -0.00257848990356192
ry | 3 | 0.285947858752731
ry | 4 | 0.186928284283651
ry | 5 | -0.0501267797790026
