x | 0 | 
x | 2 | 
ry | 0 | 0.0693114685113112
ry | 1 | 0.597072754553810
ry | 2 | -2.00931808214551
ry | 3 | 0.190124209800859
ry | 4 | 1.76700824519595
ry | 5 | 0.202532886752926
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -1.59141500006604
ry | 1 | 1.40490495888723
ry | 2 | -2.22903251070513
ry | 3 | 1.36592698221111
ry | 4 | 0.0226355799135902
ry | 5 | 0.218372115907027
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 2.03559688809708
ry | 1 | -0.808028399937493
ry | 2 | 0.180793694670883
ry | 3 | 1.71147554165681
ry | 4 | 4.84060563130028
ry | 5 | 1.42796198079879
